MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,TempRange,Month,State_Australian Capital Territory,State_New South Wales,State_Queensland,State_Victoria,WindGustDir_E,WindGustDir_N,WindGustDir_NE,WindGustDir_NW,WindGustDir_S,WindGustDir_SE,WindGustDir_SW,WindGustDir_W,WindDir9am_E,WindDir9am_N,WindDir9am_NE,WindDir9am_NW,WindDir9am_S,WindDir9am_SE,WindDir9am_SW,WindDir9am_W,WindDir3pm_E,WindDir3pm_N,WindDir3pm_NE,WindDir3pm_NW,WindDir3pm_S,WindDir3pm_SE,WindDir3pm_SW,WindDir3pm_W
18.7,32.4,7.8,39.0,15.0,13.0,76.0,65.0,1.00015,0.99847,23.4,27.8,1,0,-31.9666628,145.3045054,13.7,3,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18.4,30.7,0.0,30.0,2.0,9.0,85.0,36.0,1.00321,1.00104,21.6,28.9,0,0,-31.9666628,145.3045054,12.3,3,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
14.8,31.4,0.0,39.0,6.0,20.0,46.0,15.0,1.00331,1.00094,20.2,29.7,0,0,-31.9666628,145.3045054,16.599999999999998,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
15.0,32.7,0.0,24.0,9.0,13.0,32.0,12.0,1.00419,1.00173,20.8,31.1,0,0,-31.9666628,145.3045054,17.700000000000003,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
16.6,34.2,0.0,30.0,15.0,9.0,27.0,13.0,1.00291,0.99985,22.2,32.3,0,0,-31.9666628,145.3045054,17.6,3,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21.9,35.8,0.0,46.0,26.0,24.0,51.0,27.0,1.00183,0.99877,25.4,34.9,0,0,-31.9666628,145.3045054,13.899999999999999,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
23.4,30.1,0.0,48.0,17.0,30.0,47.0,69.0,1.00202,1.00281,24.8,23.3,0,0,-31.9666628,145.3045054,6.700000000000003,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
10.8,23.9,1.0,30.0,13.0,19.0,63.0,19.0,1.00696,1.0041,13.6,22.1,0,0,-31.9666628,145.3045054,13.099999999999998,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
9.0,24.9,0.0,26.0,13.0,7.0,49.0,24.0,1.00331,0.99985,15.7,23.9,0,0,-31.9666628,145.3045054,15.899999999999999,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
14.6,22.0,0.4,31.0,11.0,11.0,70.0,46.0,1.00252,1.00153,15.9,19.8,0,0,-31.9666628,145.3045054,7.4,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
11.5,26.1,0.0,30.0,6.0,11.0,67.0,27.0,1.00597,1.0035,16.4,24.9,0,0,-31.9666628,145.3045054,14.600000000000001,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
11.5,25.6,0.0,39.0,9.0,20.0,56.0,26.0,1.00597,1.0036,14.6,24.5,0,0,-31.9666628,145.3045054,14.100000000000001,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
14.0,27.4,0.0,31.0,9.0,11.0,49.0,27.0,1.00666,1.00479,18.2,26.1,0,0,-31.9666628,145.3045054,13.399999999999999,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
13.9,28.1,0.0,31.0,19.0,17.0,65.0,33.0,1.01012,1.00834,17.2,25.8,0,0,-31.9666628,145.3045054,14.200000000000001,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
16.0,28.6,0.0,35.0,19.0,13.0,65.0,31.0,1.01288,1.01012,17.6,27.2,0,0,-31.9666628,145.3045054,12.600000000000001,4,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
16.4,26.6,0.0,28.0,17.0,9.0,59.0,43.0,1.01081,1.00765,17.1,24.2,0,0,-31.9666628,145.3045054,10.200000000000003,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14.6,28.2,0.0,30.0,15.0,9.0,46.0,26.0,1.00952,1.00627,22.1,27.3,0,0,-31.9666628,145.3045054,13.6,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
14.6,28.6,0.0,30.0,9.0,11.0,36.0,17.0,1.01071,1.00745,23.0,28.2,0,0,-31.9666628,145.3045054,14.000000000000002,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
14.4,28.7,0.0,31.0,19.0,17.0,37.0,19.0,1.01081,1.00686,21.4,27.6,0,0,-31.9666628,145.3045054,14.299999999999999,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
13.9,28.6,0.0,39.0,13.0,20.0,49.0,19.0,1.00933,1.00538,20.8,28.4,0,0,-31.9666628,145.3045054,14.700000000000001,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15.3,28.9,0.0,48.47738524168572,11.0,17.0,42.0,18.0,1.00903,1.00607,21.9,27.8,0,0,-31.9666628,145.3045054,13.599999999999998,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
15.7,28.5,0.0,30.0,19.0,11.0,40.0,22.0,1.00952,1.00548,21.5,27.7,0,0,-31.9666628,145.3045054,12.8,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
15.1,29.5,0.0,31.0,19.0,11.0,40.0,20.0,1.00607,1.00143,21.5,28.1,0,0,-31.9666628,145.3045054,14.4,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
16.6,31.1,0.0,24.0,7.0,13.0,24.0,14.0,1.00143,0.99729,25.0,30.2,0,0,-31.9666628,145.3045054,14.5,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
17.4,28.9,0.0,39.0,9.0,20.0,27.0,28.0,0.99788,0.99571,25.1,27.2,0,0,-31.9666628,145.3045054,11.5,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
11.7,23.3,0.0,35.0,9.0,19.0,46.0,28.0,1.00222,0.99956,17.8,22.2,0,0,-31.9666628,145.3045054,11.600000000000001,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
9.7,22.9,0.0,33.0,7.0,15.0,36.0,22.0,1.00331,1.00015,16.8,21.8,0,0,-31.9666628,145.3045054,13.2,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
8.1,23.3,0.0,41.0,7.0,22.0,39.0,18.0,1.00439,1.00163,15.8,22.5,0,0,-31.9666628,145.3045054,15.200000000000001,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
9.2,18.9,0.0,37.0,19.0,19.0,55.0,20.0,1.00646,1.0034,11.5,18.2,0,0,-31.9666628,145.3045054,9.7,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
6.6,21.4,0.0,31.0,13.0,17.0,37.0,26.0,1.00498,1.00104,12.7,21.0,0,0,-31.9666628,145.3045054,14.799999999999999,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
10.3,22.1,0.0,39.0,24.0,17.0,50.0,34.0,1.00113,0.99817,16.6,21.2,0,0,-31.9666628,145.3045054,11.8,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
11.5,24.2,0.0,31.0,11.0,20.0,36.0,27.0,0.99896,0.99679,17.4,23.6,0,0,-31.9666628,145.3045054,12.7,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8.2,24.0,0.0,37.0,6.0,15.0,44.0,32.0,1.0038,1.00183,17.0,23.0,0,0,-31.9666628,145.3045054,15.8,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
7.9,21.2,0.0,33.0,9.0,20.0,48.0,27.0,1.00834,1.00498,14.6,20.6,0,0,-31.9666628,145.3045054,13.299999999999999,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
7.2,23.2,0.0,31.0,9.0,17.0,36.0,27.0,1.01179,1.00864,15.6,22.5,0,0,-31.9666628,145.3045054,16.0,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
9.8,25.2,0.0,35.0,6.0,9.0,40.0,27.0,1.01298,1.00864,18.7,24.3,0,0,-31.9666628,145.3045054,15.399999999999999,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
12.2,27.1,0.0,24.0,13.0,11.0,38.0,20.0,1.00883,1.00538,20.1,25.5,0,0,-31.9666628,145.3045054,14.900000000000002,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
12.9,29.0,0.0,28.0,15.0,13.0,26.0,10.0,1.00725,1.00429,21.7,28.2,0,0,-31.9666628,145.3045054,16.1,4,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14.8,30.4,0.0,37.0,11.0,6.0,20.0,13.0,1.00933,1.00666,23.7,29.6,0,0,-31.9666628,145.3045054,15.599999999999998,4,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16.3,30.5,0.0,28.0,17.0,13.0,39.0,13.0,1.00992,1.00567,21.6,29.7,0,0,-31.9666628,145.3045054,14.2,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
12.9,29.2,0.0,41.0,11.0,20.0,30.0,22.0,1.00716,1.0039,21.0,27.9,0,0,-31.9666628,145.3045054,16.299999999999997,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.5,22.0,0.0,33.0,19.0,13.0,36.0,14.0,1.0115,1.00844,14.5,21.4,0,0,-31.9666628,145.3045054,11.5,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
7.7,25.7,0.0,30.0,20.0,7.0,46.0,16.0,1.01209,1.00725,14.6,25.3,0,0,-31.9666628,145.3045054,18.0,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
11.8,27.3,0.0,30.0,13.0,15.0,20.0,13.0,1.00933,1.00646,21.2,26.7,0,0,-31.9666628,145.3045054,15.5,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6.3,21.9,0.0,20.0,11.0,9.0,42.0,11.0,1.01012,1.00617,12.3,21.0,0,0,-31.9666628,145.3045054,15.599999999999998,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
8.6,22.9,0.0,24.0,13.0,13.0,52.0,22.0,1.00972,1.00607,13.6,22.6,0,0,-31.9666628,145.3045054,14.299999999999999,5,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10.8,26.0,0.0,31.0,20.0,13.0,54.0,39.0,1.0111,1.00794,16.0,24.4,0,0,-31.9666628,145.3045054,15.2,5,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14.5,25.0,0.0,31.0,20.0,9.0,50.0,54.0,1.01466,1.0116,17.4,21.7,0,1,-31.9666628,145.3045054,10.5,5,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12.4,25.4,2.8,26.0,13.0,11.0,62.0,30.0,1.01535,1.01258,16.4,23.8,1,0,-31.9666628,145.3045054,12.999999999999998,5,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
11.8,25.0,0.0,30.0,15.0,15.0,52.0,24.0,1.01564,1.01268,16.2,24.5,0,0,-31.9666628,145.3045054,13.2,5,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9.0,25.5,0.0,35.0,19.0,19.0,40.0,30.0,1.01436,1.01021,16.5,23.7,0,0,-31.9666628,145.3045054,16.5,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
12.8,26.1,0.0,41.0,26.0,20.0,52.0,33.0,1.01061,1.00617,18.0,24.4,0,1,-31.9666628,145.3045054,13.3,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
13.7,16.4,1.2,43.0,9.0,11.0,96.0,87.0,1.00489,1.00212,14.2,16.1,1,1,-31.9666628,145.3045054,2.6999999999999993,5,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.8,16.7,3.0,30.0,6.0,15.0,75.0,42.0,1.00429,1.00153,9.9,15.6,1,0,-31.9666628,145.3045054,11.899999999999999,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
7.5,19.1,0.0,30.0,13.0,13.0,58.0,40.0,1.00301,0.99995,13.0,18.8,0,0,-31.9666628,145.3045054,11.600000000000001,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10.2,19.2,0.0,39.0,15.0,17.0,68.0,48.0,1.00192,0.99956,14.0,17.9,0,0,-31.9666628,145.3045054,9.0,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
5.8,18.4,0.2,30.0,9.0,17.0,76.0,40.0,1.00577,1.00321,11.3,17.3,0,0,-31.9666628,145.3045054,12.599999999999998,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
6.3,16.5,0.0,28.0,6.0,15.0,66.0,40.0,1.00666,1.00449,10.3,15.3,0,0,-31.9666628,145.3045054,10.2,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6.6,17.3,0.0,33.0,9.0,15.0,57.0,32.0,1.00893,1.00577,11.6,16.9,0,0,-31.9666628,145.3045054,10.700000000000001,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7.5,21.1,0.0,28.0,15.0,11.0,35.0,28.0,1.00804,1.00429,13.8,20.3,0,0,-31.9666628,145.3045054,13.600000000000001,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.7,20.3,0.0,26.0,13.0,17.0,43.0,24.0,1.00577,1.00331,13.7,19.0,0,1,-31.9666628,145.3045054,10.600000000000001,5,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
9.8,11.5,7.2,44.0,20.0,15.0,96.0,95.0,0.99729,0.99304,10.0,11.3,1,1,-31.9666628,145.3045054,1.6999999999999993,5,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
9.5,14.2,8.4,28.0,9.0,13.0,86.0,71.0,0.99946,0.99965,11.2,13.3,1,0,-31.9666628,145.3045054,4.699999999999999,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6.4,17.7,0.8,39.0,13.0,20.0,72.0,36.0,1.00844,1.00735,10.6,17.3,0,0,-31.9666628,145.3045054,11.299999999999999,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4.5,17.9,0.0,28.0,13.0,13.0,73.0,34.0,1.01357,1.0117,8.8,17.4,0,0,-31.9666628,145.3045054,13.399999999999999,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4.4,17.5,0.0,28.0,9.0,13.0,83.0,48.0,1.01604,1.01288,8.9,17.2,0,0,-31.9666628,145.3045054,13.1,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
5.6,18.2,0.0,24.0,9.0,7.0,79.0,42.0,1.01495,1.01248,11.0,17.5,0,0,-31.9666628,145.3045054,12.6,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
6.7,20.8,0.0,28.0,17.0,15.0,67.0,30.0,1.01554,1.01268,11.8,20.5,0,0,-31.9666628,145.3045054,14.100000000000001,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
9.7,22.9,0.0,37.0,20.0,19.0,73.0,45.0,1.01525,1.0115,15.1,21.8,0,0,-31.9666628,145.3045054,13.2,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
14.1,21.2,0.0,41.0,26.0,13.0,65.0,71.0,1.01318,1.01021,16.2,17.7,0,0,-31.9666628,145.3045054,7.1,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
13.3,23.8,0.2,37.0,17.0,20.0,69.0,41.0,1.01239,1.00804,16.1,23.0,0,0,-31.9666628,145.3045054,10.5,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
16.1,16.9,0.0,43.0,20.0,15.0,67.0,90.0,1.00528,1.00153,16.8,15.8,0,1,-31.9666628,145.3045054,0.7999999999999972,6,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
12.5,15.6,14.2,46.0,19.0,26.0,92.0,58.0,1.00113,1.00252,12.8,15.0,1,0,-31.9666628,145.3045054,3.0999999999999996,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
4.8,15.7,0.0,30.0,13.0,17.0,90.0,43.0,1.0117,1.01021,7.8,15.4,0,0,-31.9666628,145.3045054,10.899999999999999,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4.7,15.7,0.0,20.0,9.0,6.0,83.0,56.0,1.01426,1.0111,7.9,15.0,0,0,-31.9666628,145.3045054,11.0,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
7.2,16.3,0.0,28.0,11.0,13.0,84.0,48.0,1.01179,1.00883,9.2,16.0,0,0,-31.9666628,145.3045054,9.100000000000001,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
9.2,16.8,0.0,26.0,17.0,6.0,63.0,60.0,1.00854,1.00716,13.7,16.7,0,1,-31.9666628,145.3045054,7.600000000000001,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
12.5,18.0,1.2,26.0,13.0,15.0,91.0,55.0,1.0111,1.01021,13.0,18.0,1,0,-31.9666628,145.3045054,5.5,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7.3,18.2,0.0,20.0,11.0,9.0,60.0,42.0,1.01643,1.01298,12.2,17.4,0,0,-31.9666628,145.3045054,10.899999999999999,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5.9,20.8,0.0,19.0,7.0,11.0,92.0,39.0,1.01308,1.00873,9.3,20.3,0,1,-31.9666628,145.3045054,14.9,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
9.2,18.4,18.2,31.0,7.0,7.0,97.0,82.0,1.00804,1.00627,13.5,18.1,1,0,-31.9666628,145.3045054,9.2,6,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
13.2,19.6,0.8,37.0,11.0,19.0,99.0,75.0,1.00646,1.00202,14.0,18.7,0,1,-31.9666628,145.3045054,6.400000000000002,6,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12.9,18.1,28.0,35.0,13.0,11.0,97.0,74.0,0.99857,0.99531,13.4,16.1,1,1,-31.9666628,145.3045054,5.200000000000001,6,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10.9,13.7,2.8,35.0,11.0,20.0,93.0,72.0,0.99709,0.99581,12.1,13.3,1,1,-31.9666628,145.3045054,2.799999999999999,6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10.3,12.8,5.8,39.0,15.0,19.0,87.0,71.0,0.99965,0.99906,10.8,12.5,1,1,-31.9666628,145.3045054,2.5,6,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
7.1,13.0,1.2,33.0,19.0,20.0,86.0,63.0,1.00459,1.0041,7.3,12.3,1,0,-31.9666628,145.3045054,5.9,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3.1,14.0,0.0,22.0,9.0,9.0,93.0,47.0,1.00548,1.00212,5.7,13.9,0,0,-31.9666628,145.3045054,10.9,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2.5,13.1,0.0,24.0,7.0,15.0,88.0,53.0,1.00232,0.99985,6.4,12.5,0,0,-31.9666628,145.3045054,10.6,6,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.0,12.6,0.2,33.0,11.0,20.0,85.0,54.0,1.00528,1.00429,6.0,11.4,0,0,-31.9666628,145.3045054,11.6,6,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2.8,15.3,0.0,24.0,6.0,11.0,84.0,45.0,1.0111,1.00873,7.6,14.8,0,0,-31.9666628,145.3045054,12.5,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
6.2,15.4,0.0,28.0,9.0,7.0,78.0,50.0,1.01031,1.00686,8.1,14.3,0,0,-31.9666628,145.3045054,9.2,6,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.4,16.4,0.0,19.0,7.0,7.0,65.0,39.0,1.00775,1.00528,11.2,16.0,0,0,-31.9666628,145.3045054,9.999999999999998,6,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.6,16.6,0.0,20.0,11.0,7.0,69.0,42.0,1.00972,1.00844,10.3,14.9,0,0,-31.9666628,145.3045054,12.000000000000002,6,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4.5,16.4,0.0,20.0,13.0,9.0,74.0,47.0,1.01318,1.01081,8.4,14.5,0,0,-31.9666628,145.3045054,11.899999999999999,6,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2.5,15.3,0.0,31.0,7.0,17.0,90.0,42.0,1.01199,1.00893,7.3,14.6,0,0,-31.9666628,145.3045054,12.8,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
4.9,15.7,0.0,33.0,13.0,19.0,86.0,46.0,1.00824,1.00548,7.3,15.2,0,0,-31.9666628,145.3045054,10.799999999999999,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4.4,18.4,0.0,22.0,9.0,13.0,78.0,49.0,1.00834,1.00548,8.9,17.8,0,1,-31.9666628,145.3045054,13.999999999999998,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
8.8,12.9,3.2,22.0,15.0,11.0,92.0,93.0,1.00755,1.00518,10.9,12.6,1,1,-31.9666628,145.3045054,4.1,6,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10.8,14.5,4.0,15.0,6.0,7.0,95.0,82.0,1.00804,1.00676,12.1,14.2,1,0,-31.9666628,145.3045054,3.6999999999999993,6,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
11.1,15.5,0.0,41.0,11.0,13.0,99.0,84.0,1.01041,1.00943,11.9,13.6,0,1,-31.9666628,145.3045054,4.4,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6.7,15.7,1.4,35.0,13.0,20.0,85.0,52.0,1.01387,1.01189,8.9,15.7,1,0,-31.9666628,145.3045054,9.0,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5.8,15.7,0.0,37.0,9.0,20.0,100.0,66.0,1.01377,1.01179,6.7,14.1,0,0,-31.9666628,145.3045054,9.899999999999999,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
5.5,16.9,0.0,30.0,7.0,15.0,83.0,50.0,1.01298,1.0116,11.0,15.6,0,0,-31.9666628,145.3045054,11.399999999999999,7,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
